text,highlighted
"In the event of any conflict between the terms and conditions of these public network terms and any such service or licensing agreements, the terms and conditions of the public network terms shall prevail",0
3.,0
Age eligibility,0
"You must be at least 13 years old to access or use the network or services, including without limitation to complete a stack overflow account registration.",1
"By accessing or using the services or the network in any manner, you represent and warrant that you are at least 13 years of age.",1
"If you are under 13 years old, you may not, under any circumstances or for any reason, access or use the services or network in any manner, and may not provide any personal information to or on the services or network (including, for example, a name, address, telephone number or email address).",1
"If you are located within the european union, you must be at least 16 years old to access or use the network or services, including without limitation to complete a stack overflow account registration.",1
"By accessing or using the services or the network in any manner, you represent and warrant that you are at least 16 years of age.",1
"If you are under 16 years old, you may not, under any circumstances or for any reason, access or use the services or network in any manner, and may not provide any personal information to or on the services or network (including, for example, a name, address, telephone number or email address).",1
4.,0
"Access to the public network any user of the public network is welcome to participate in community discussions, to answer questions, and to share their hard earned knowledge with public network community participants, provided that they comply with the obligations set forth in these public network terms, and to the extent that use of the public network does not conflict with the applicable laws, rules and regulations of the user s jurisdiction.",0
"Stack overflow reserves the right to refuse, suspend or terminate your access to the public network if it determines, in its sole discretion, that you have in any way violated these public network terms or are otherwise ineligible to access or use the network or services.",1
"If your actions are determined by us to violate these public network terms, stack overflow may, in its sole discretion, try to remediate that violation by working with you individually, but is under no obligation to do so, and if any such remediation efforts are unsuccessful (in stack overflow s sole discretion), then stack overflow may revoke your rights to the network.",0
"You are solely responsible for ensuring that these public network terms are in compliance with all laws, rules and regulations applicable to you, and the right to access the network or any services is revoked where these public network terms or use of the network or any services is prohibited or conflicts with any applicable law, rule or regulation.",0
"Stack overflow will use reasonable efforts to make the public network available 24/7/365, but from time-to-time we will have scheduled outages for maintenance purposes and other upkeep.",0
"Where feasible, we may, in our sole discretion, make efforts to inform you about any outages and report on the nature and reason for any outages that may occur in an open and transparent manner, though we are under no obligation to do so, and in any case will not be liable for any downtime",0
5.,0
User obligations,0
To access some of the public network features you will need to register for an account as an individual and consent to these public network terms.,0
"If you do not consent to these public network terms, stack overflow reserves the right to refuse, suspend or terminate your access to the public network.",0
You are solely responsible for ensuring that your account registration is complete and remains up to date.,0
"You have the right to discontinue use of, or terminate, your account whenever you like, and subject to our privacy policy, control the use and sharing of your account information.",1
Please note that,0
"Any content or information you share publicly is governed by the terms described below in the section titled content permissions, restrictions, and creative commons licensing, and you should be aware that once you place content in the public sphere, you willingly give up some rights and control over such content",1
"Stack overflow strongly encourages you to review our privacy policy, which explains how we will handle, process, and use your personal data, and with whom, and how we will share this data.",0
Stack overflow is a community and we expect you to treat each member of the stack overflow community with respect.,0
"Whether a community member is asking their first question, or is a reputation superstar, we respect you and welcome you, but we also require you to be kind to one another.",0
"To prevent bad actors from creating a negative community experience, we have outlined what we believe to be common sense rules for community participation and reserve the right to pause or terminate your account if you engage in disruptive, abusive, or nefarious behavior outside of stack overflow s acceptable use policy, which is hereby incorporated into these public network terms.",1
"You are solely responsible for obtaining and maintaining any equipment or ancillary services needed to connect to or access the network or otherwise use the services, including without limitation modems, hardware, software, and long distance or local telephone service.",0
You are solely responsible for ensuring that such equipment or ancillary services are compatible with the services and network.,0
Some premium or additional features of stack overflow (including without limitation stack overflow for teams) may require a payment obligation for access and use.,0
"You are solely responsible for ensuring that your payment obligations, if any, remain current and not in arrears.",0
In the event stack overflow charges for features you will be clearly notified of the terms of any payment obligations and provided the opportunity to refuse such obligations before you incur any charges.,0
"Please note, however, that your refusal to accept payment obligations may result in your inability to access or use certain premium or additional features of stack overflow.",0
6.,0
"Content permissions, restrictions, and creative commons licensing stack overflow content all materials displayed or performed on the public network, including but not limited to text, graphics, logos, tools, photographs, images, illustrations, software or source code, audio and video, and animations (collectively network content ) (other than network content posted by individual subscriber content ) are the property of stack overflow and/or third parties and are protected by united states and international copyright laws ( stack overflow content ).",0
The stack overflow api shall be used solely pursuant to the terms of the api terms of use.,0
"All trademarks, service marks, and trade names are proprietary to stack overflow and/or third parties and use of the network means you agree to abide by all copyright notices, information, and restrictions contained in any network content accessed through the services.",0
"The network is protected by copyright as a collective work and/or compilation, pursuant to u.s.",0
"Copyright laws, international covenants, and other copyright laws.",0
"Other than as expressly set forth in these public network terms, you may not copy, modify, publish, transmit, upload, participate in the transfer or sale of, reproduce (except as provided in this agreement), create derivative works based on, distribute, perform, display, or in any way exploit any of the network content, software, materials, or services in whole or in part.",0
"You may download or copy the public network content, and other items displayed on the public network for download or personal use provided that you maintain all copyright and other notices contained in such public content.",0
"From time to time, stack overflow may make available compilations of all the subscriber content on the public network (the creative commons data dump ).",0
The creative commons data dump is licensed under the cc by-sa license.,0
"By downloading the creative commons data dump, you agree to be bound by the terms of that license.",0
"Any other downloading, copying, or storing of any public network content (other than subscriber content or content made available via the stack overflow api) for other than personal, noncommercial use is expressly prohibited without prior written permission from stack overflow or from the copyright holder identified in the copyright notice per the creative commons license.",1
"In the event you download software from the public network (other than subscriber content or content made available by the stack overflow api) the software including any files, images incorporated in or generated by the software, the data accompanying the software (collectively, the software ) is licensed to you by stack overflow or third party licensors for your personal, noncommercial use, and no title to the software shall transfer to you.",0
Stack overflow or third party licensors retain full and complete title to the software and all intellectual property rights therein,0
"Subscriber content you agree that any and all content, including without limitation any and all text, graphics, logos, tools, photographs, images, illustrations, software or source code, audio and video, animations, and product feedback (collectively, content ) that you provide to the public network (collectively, subscriber content ), is perpetually and irrevocably licensed to stack overflow on a worldwide, royalty-free, non-exclusive basis pursuant to creative commons licensing terms (cc by-sa 4.0), and you grant stack overflow the perpetual and irrevocable right and license to access, use, process, copy, distribute, export, display and to commercially exploit such subscriber content, even if such subscriber content has been contributed and subsequently removed by you as reasonably necessary to, for example (without limitation):",0
"Provide, maintain, and update the public network",0
Process lawful requests from law enforcement agencies and government agencies,0
"Prevent and address security incidents and data security features, support features, and to provide technical assistance as it may be required",0
Aggregate data to provide product optimization,0
"This means that you cannot revoke permission for stack overflow to publish, distribute, store and use such content and to allow others to have derivative rights to publish, distribute, store and use such content.",0
"The cc by-sa 4.0 license terms are explained in further detail by creative commons, and the license terms applicable to content are explained in further detail here.",0
"You should be aware that all public content you contribute is available for public copy and redistribution, and all such public content must have appropriate attribution.",0
"As stated above, by agreeing to these public network terms you also agree to be bound by the terms and conditions of the acceptable use policy incorporated herein, and hereby acknowledge and agree that any and all public content you provide to the public network is governed by the acceptable use policy",0
7.,0
"Disclaimer of warranties to the maximum extent allowed by law, stack overflow disclaims all warranties and representations of any kind, including without limitation the implied warranties of merchantability, fitness for a particular purpose, and noninfringement, whether express, implied, or statutory.",0
"Stack exchange provides no guarantees that the services or network will function without interruption or errors and provides the network, services, and any related content or products subject to these public network terms on an as is basis",0
8.,0
Indemnification,0
"You will indemnify and hold stack overflow, its directors, officers, employees, agents, consultant, contractors, partners, vendors and service providers (including, without limitation, hosting and telecommunications providers) harmless, including costs and attorneys fees, from any claim or demand made by any third party due to or arising out of your access to the public network, use of stack overflow products or services made available on the public network, your violation of this agreement, or your infringement or any third party using your account, of any intellectual property right.",1
9.,0
"Limitation of liability to the maximum extent permitted by law, stack overflow and its affiliates shall not be liable under contract, tort, strict liability, negligence or any other legal or equitable theory with respect to the network or services (i) for any indirect, incidental, special, consequential or punitive damages, or any loss of data, opportunities, reputation, profits or revenues, or (ii) for any direct damages in excess of one hundred dollars ($100) in the aggregate, even if stack overflow or its affiliates have been told of the possibility of such damage, and even if these remedies fail their essential purpose.",0
Nothing in this limitation of liability shall prevent stack overflow s right to seek and obtain equitable relief.,0
"Notwithstanding such right of equitable relief, to the extent that applicable law does not permit such limitation of liability or exclusion of liability, such limitation will apply to the maximum extent permitted by law",0
10.,0
General provisions a.,0
Assignment and jurisdiction,0
"Stack overflow reserves the right to assign our rights and obligations under these public network terms (in whole or in part) without your consent to a corporate affiliate, or in connection with a merger, acquisition, corporate restructure or reorganization, or due to the sale of all or substantially all of our assets.",1
"These public network terms will be governed by and construed in accordance with the applicable laws of the state of new york, without giving effect to the principles of that state regarding conflicts of laws.",1
"Both you and stack overflow hereby irrevocably agree to the sole and exclusive personal jurisdiction of the courts of the state of new york with respect to any action, suit, or proceeding brought by it or against it by the other party in connection with the network or services.",0
"Notwithstanding the foregoing, these public network terms shall not prevent either party from seeking injunctive relief with respect to a violation of the confidentiality provisions and indemnification provisions contained in these public network terms.",0
The uniform commercial code shall not apply to the provisions of these public network terms to the fullest extent permitted by law.,0
No shrinkwrap or click-wrap terms contained in any purchase order or any company or team form shall apply to or supersede these public network terms.,0
"In the event of any conflict between the terms and conditions of these public network terms and any such shrinkwrap or click-wrap terms, the terms and conditions of the former shall prevail",0
B.,0
Mandatory arbitration,0
"You agree that with respect to all disputes between you and stack overflow or its affiliates or its officers, directors, or employees (whether or not such dispute involves a third party) with regard to your relationship with us, including without limitation disputes relating to these public network terms, your use of the network or services, and/or rights of privacy and/or publicity, you and stack overflow shall first consult with each other to attempt to resolve such dispute in a manner satisfactory to both parties, and that if a resolution is not reached within ninety (90) days, then the dispute shall be referred to and resolved by binding arbitration under jams, inc",1
S rules for arbitration of consumer-related disputes and you and we hereby expressly waive trial by jury,1
"Provided, however, that to the extent that you have in any manner violated or threatened to violate our intellectual property rights, we may seek injunctive or other appropriate relief in any state or federal court in the state of new york.",0
"Discovery and rights to appeal in arbitration are generally more limited than in a lawsuit, and other rights that you and we would have in court may not be available in arbitration.",0
"As an alternative, you may bring your claim in your local small claims court, if permitted by that small claims court s rules and if within such court s jurisdiction, unless such action is transferred, removed or appealed to a different court.",0
You may bring claims only on your own behalf.,0
Neither you nor we will participate in a class action or class-wide arbitration for any claims covered by this agreement to arbitrate.,1
You are giving up your right to participate as a class representative or class member on any class claim you may have against us including any right to class arbitration or any consolidation of individual arbitrations.,1
"You also agree not to participate in claims brought in a private or representative capacity, or consolidated claims involving another person s account, if we are a party to the proceeding.",0
This dispute resolution provision will be governed by the federal arbitration act and not by any state law concerning arbitration.,0
"In the event jams, inc.",0
"Is unwilling or unable to set a hearing date within one hundred and sixty (160) days of filing the case, then either we or you can elect to have the arbitration administered instead by the american arbitration association.",0
Judgment on the award rendered by the arbitrator may be entered in any court having competent jurisdiction.,0
"Any provision of applicable law notwithstanding, the arbitrator will not have authority to award damages, remedies or awards that conflict with these public network terms.",0
"You agree that regardless of any statute or law to the contrary, any claim or cause of action arising out of, related to or connected with the use of the public network or these public network terms must be filed within one (1) year after such claim of action arose or be forever banned.",0
"You agree that, notwithstanding anything in the foregoing, any arbitration proceeding between you and us will be conducted in new york, ny, usa, that the language of the arbitration shall be in english, and that all arbitration proceedings shall be considered confidential in nature.",0
"If you don t want to be bound by the arbitration and class-action waiver provisions in this section, you must notify us in writing within thirty (30) days of the date that you first accept these public network terms (unless a longer period is required by applicable law), and then you must litigate any disputes against us in accordance with the assignment and jurisdiction section below.",0
"Your written notification must be mailed to us at stack overflow, attn: legal department, 110 william street, floor 28, new york, ny 10038 or by email notification at team (at) stackoverflow.com.",0
"If you do not notify us in accordance with this paragraph, you agree to be bound by the terms of this section, including, without limitation, the arbitration and class-action waiver provisions, and also including such provisions in any modifications we make to these public network terms after the date of your first acceptance.",0
Such notification must include: (i) your name.,0
(ii) your email address and mailing address.,0
And (iii) a statement that you do not wish to resolve disputes with us through arbitration or waive your ability to participate in a class action.,0
"If we make any changes to this section (other than a change to the address at which we will receive notices or rejections of future changes to this section), you may reject any such change by sending us written notice, within thirty (30) days of the change, to the address set out in the notices section.",0
It is not necessary to send us a rejection of a future change to this section if you had properly opted out within the first thirty (30) days after you first accepted the provisions in this section.,0
"If you have not properly opted out, then by rejecting a future change, you are agreeing that you will arbitrate any dispute between us in accordance with the language of this section, as modified by any changes you did not reject.",0
A notification sent pursuant to this paragraph solely affects these public network terms.,0
"If you previously entered into other arbitration or dispute resolution agreements with us or enter into other such agreements in the future, your notification that you are opting out of the provisions in this section shall not affect the other arbitration agreements between you and us",0
C.,0
"Survival the sections entitled public network terms , contracts are binding and legally enforceable please read! , user obligations , content permissions, restrictions, and creative commons licensing , disclaimer of warranties , indemnification , limitation of liability , assignment and jurisdiction , mandatory arbitration , survival , merger and severability , notices , no waiver , and headings shall survive any termination or expiration of these public network terms",0
D.,0
Modifications,0
"Stack overflow reserves the right, in its sole discretion, to modify or replace these public network terms, as our business evolves over time and to better provide services and products to the stack overflow community, or to change, suspend, or discontinue the public network and/or any services or products at any time by posting a notice on the public network or by sending you notice via e-mail or by another appropriate means of electronic communication.",1
E.,0
"Merger and severability the parties to these public network terms are independent contractors and these public network terms shall not be construed to constitute any agency, partnership, joint venture, or employment relationship between you and stack overflow.",0
"These public network terms represent the entire agreement between you and stack overflow and supersede all prior or contemporaneous oral or written communications, proposals, and representations with respect to the public network or services or products contemplated hereunder.",0
"If any provision of these public network terms is held to be invalid, void, unenforceable, or contrary to public policy, that provision will be limited or eliminated to the minimum extent necessary so that the remaining provisions of these public network terms shall remain and continue in full force and effect",0
F.,0
"Notices unless otherwise specified in these public network terms, all notices under these public network terms will be in writing and will be deemed to have been duly given when received, if personally delivered or sent by certified or registered mail, return receipt requested.",0
"When receipt is electronically confirmed, if transmitted by facsimile or e-mail.",0
"Or the day after it is sent, if sent for next day delivery by recognized overnight delivery service.",0
Electronic notices should be sent to legal@stackoverflow.com,0
G.,0
No waiver our failure to enforce any part of these public network terms shall not constitute a waiver of our right to later enforce that or any other part of these public network terms.,0
Waiver of compliance in any particular instance does not mean that we will waive compliance in the future.,0
"In order for any waiver of compliance with these public network terms to be binding, we must provide you with written notice of such waiver through one of our authorized representatives",0
H.,0
Headings the section and paragraph headings in these public network terms are for convenience only and shall not affect their interpretation,0
Last update: may,1
"13, 2020 stack overflow",0
Questions,0
Jobs,0
Developer jobs directory,0
Salary calculator,0
Help,0
Mobile,0
Disable responsiveness,0
Products,0
Teams,0
Talent,0
Advertising,0
Enterprise,0
Company,0
About,0
Press,0
Work here,0
Legal,0
Privacy policy,0
Contact us,0
Stack exchange network,0
Technology,0
Life / arts,0
Culture / recreation,0
Science,0
Other,0
Stack overflow,0
Server fault,0
Super user,0
Web applications,0
Ask ubuntu,0
Webmasters,0
Game development,0
Tex - latex,0
Software engineering,0
Unix &amp.,0
Linux,0
Ask different (apple),0
Wordpress development,0
Geographic information systems,0
Electrical engineering,0
Android enthusiasts,0
Information security,0
Database administrators,0
Drupal answers,0
Sharepoint,0
User experience,0
Mathematica,0
Salesforce,0
Expressionengine answers,0
Stack overflow em portugu s,0
Blender,0
Network engineering,0
Cryptography,0
Code review,0
Magento,0
Software recommendations,0
Signal processing,0
Emacs,0
Raspberry pi,0
Stack overflow,0
Code golf,0
Stack overflow en espa ol,0
Ethereum,0
Data science,0
Arduino,0
Bitcoin,0
Software quality assurance &amp.,0
Testing,0
Sound design,0
Windows phone,0
More (28),0
Photography,0
Science fiction &amp.,0
Fantasy,0
Graphic design,0
Movies &amp.,0
Tv,0
Music: practice &amp.,0
Theory,0
Worldbuilding,0
Video production,0
Seasoned advice (cooking),0
Home improvement,0
Personal finance &amp.,0
Money,0
Academia,0
Law,0
Physical fitness,0
Gardening &amp.,0
Landscaping,0
Parenting,0
More (10),0
English language &amp.,0
Usage,0
Skeptics,0
Mi yodeya (judaism),0
Travel,0
Christianity,0
English language learners,0
Japanese language,0
Chinese language,0
French language,0
German language,0
Biblical hermeneutics,0
History,0
Spanish language,0
Islam,0
Russian language,0
Arqade (gaming),0
Bicycles,0
Role-playing games,0
Anime &amp.,0
Manga,0
Puzzling,0
Motor vehicle maintenance &amp.,0
Repair,0
Board &amp.,0
Card games,0
Bricks,0
Homebrewing,0
Martial arts,0
The great outdoors,0
Poker,0
Chess,0
Sports,0
More (16),0
Mathoverflow,0
Mathematics,0
Cross validated (stats),0
Theoretical computer science,0
Physics,0
Chemistry,0
Biology,0
Computer science,0
Philosophy,0
Linguistics,0
Psychology &amp.,0
Neuroscience,0
Computational science,0
More (10),0
Meta stack exchange,0
Stack apps,0
Api,0
Data,0
Blog,0
Facebook,0
Twitter,0
Linkedin,0
Instagram,0
Site design / logo 2020 stack exchange inc.,0
User contributions licensed under cc by-sa.,0
"Rev 2020.12.14.38165 &ltdiv id=""noscript-warning""&gtstack overflow works best with javascript enabled &ltimg src=""https://pixel.quantserve.com/pixel/p-c1rf4kxgluznc.gif"" alt="""" class=""dno""&gt.",0
&lt/div&gt.,0
